Simulation_ID,Directory,File,Chain,Type,State,Role,Partner,CoFactor_Name,CoFactor_aC_Dist,CoFactor_ActLoop_Dist,Interface_C_Lobe_Donor_Dist,Interface_N_Lobe_Rec_Dist,R_Spine,C_Spine,C_Helix,Shell_State,Spatial,Dihedral,ActLoop_NT,ActLoop_CT,Phi_D,Psi_D,Cleft_Gape_Dist,Mg_Hijack_Dist,Substrate_Clearance_Angle,D1_Dist,D2_Dist,SB_Dist,HRD_ATP_Dist,DFG_Mg_Dist,DFG_ATP_Dist,PLoop_ATP_Dist,aCb4_aE_Dist,Spine_Bridge_Dist,V104_RS2_Dist,I150_HRD_Dist,Shell_M118_M120_Dist,Y156_N99_Dist,K105_E107_Dist,K105_E121_Dist,K105_N99_Dist,D220_HRD_Dist,ipTM,pTM,PAE_A_to_B,PAE_B_to_A,PAE_Mean_AB,Clean_Sim_ID,Condition_designed,Physical_Chain_State,Condition_reviewed,Sim_Has_Mismatch,Actual_Target_Apo,Physical_State,Condition_clean,Condition_physical,Condition,Macro_State,Binary_State,Binary_C_Helix,Binary_R_Spine,Binary_Spatial
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1220927_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1220927_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,9.93,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.4,59.41,15.4,NA,NA,6.88,14.91,2.91,NA,NA,NA,NA,3.06,7.75,7.27,9.98,4.08,8.49,3.82,3.43,3.05,3.43,0.81,0.84,10.65,10.89,10.77,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1220927_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1220927_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.49,9.41,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.27,54.42,15.69,NA,NA,6.88,15.1,2.75,NA,NA,NA,NA,3.23,7.69,7.28,10.03,4.08,8.58,3.8,3.39,3.35,3.4,0.8,0.84,10.72,11.13,10.93,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1469321_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1469321_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.49,9.9,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.31,59.98,16.41,NA,NA,6.86,15.32,2.82,NA,NA,NA,NA,3.35,7.66,7.27,10,4.1,8.43,3.71,3.39,3.11,3.45,0.81,0.85,10.52,10.9,10.71,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1469321_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1469321_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.59,10.54,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.74,61.37,15.82,NA,NA,6.83,15.08,2.79,NA,NA,NA,NA,3.34,7.71,7.31,9.95,3.99,8.39,3.79,3.93,3.15,3.44,0.8,0.84,10.65,11.16,10.91,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1469321_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1469321_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.51,9.2,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.3,57.18,15.36,NA,NA,6.87,14.83,2.87,NA,NA,NA,NA,3.49,7.63,7.32,10.12,3.95,8.44,3.74,3.82,3.08,3.43,0.8,0.83,10.93,11.44,11.18,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1469321_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1469321_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,10.71,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,57.08,54.6,15.75,NA,NA,6.92,15.3,2.79,NA,NA,NA,NA,3.44,7.7,7.26,10,4.05,8.47,3.81,3.41,3.21,3.45,0.8,0.84,10.67,11.17,10.92,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1469321_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1469321_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.6,10.35,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.32,60.91,15.95,NA,NA,6.81,15.12,2.67,NA,NA,NA,NA,3.52,7.67,7.3,9.97,3.97,8.52,3.74,3.88,3.01,3.42,0.81,0.84,10.62,11.09,10.86,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1754095_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1754095_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,10.81,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.73,62.23,14.72,NA,NA,6.88,15.01,2.71,NA,NA,NA,NA,3.2,7.68,7.27,10.02,4.03,8.55,3.77,3.43,3.14,3.46,0.8,0.84,10.65,11.19,10.92,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1754095_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1754095_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.53,9.19,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,55.28,56.24,15.92,NA,NA,6.92,15.23,2.98,NA,NA,NA,NA,3.1,7.67,7.24,10,4.05,8.5,3.75,3.42,3.08,3.43,0.8,0.84,10.67,11.11,10.89,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1754095_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1754095_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,10.35,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.36,62.58,15.93,NA,NA,6.82,14.99,2.87,NA,NA,NA,NA,3.08,7.67,7.29,10.01,4.09,8.61,3.76,3.44,3.17,3.4,0.81,0.84,10.42,10.95,10.68,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1754095_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1754095_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.55,10.67,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.68,58.36,14.53,NA,NA,6.9,15.01,2.84,NA,NA,NA,NA,3.45,7.71,7.24,10.01,4.05,8.53,3.73,3.47,3.18,3.37,0.81,0.84,10.65,11.02,10.84,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1754095_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1754095_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.61,9.47,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.79,60.82,16.73,NA,NA,6.88,15.24,2.9,NA,NA,NA,NA,3.05,7.66,7.31,9.97,4.07,8.55,3.75,3.46,3.15,3.38,0.81,0.85,10.39,10.74,10.57,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1777513_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1777513_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.53,9.56,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.85,57.1,15.41,NA,NA,6.9,15.08,2.84,NA,NA,NA,NA,3.14,7.75,7.25,10.04,4.06,8.42,3.81,3.41,3.14,3.42,0.81,0.84,10.63,10.78,10.71,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1777513_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1777513_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.54,9.44,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.82,59.59,14.49,NA,NA,6.92,14.84,2.9,NA,NA,NA,NA,3.16,7.77,7.3,10.05,4.09,8.52,3.8,3.42,3.23,3.46,0.81,0.84,10.55,10.9,10.73,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1777513_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1777513_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.51,10.27,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.48,54.5,15.72,NA,NA,6.97,15.21,3.12,NA,NA,NA,NA,3.28,7.73,7.26,10,3.95,8.59,3.72,3.89,3.15,3.37,0.81,0.84,10.59,10.83,10.71,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1777513_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1777513_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.46,11.65,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,57.63,62.84,15.82,NA,NA,6.83,15.12,2.59,NA,NA,NA,NA,3.28,7.71,7.27,10,4.05,8.53,3.75,3.45,3.13,3.35,0.81,0.85,10.43,10.77,10.6,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1777513_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1777513_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.47,9.66,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.77,55.94,15.65,NA,NA,6.88,15.1,2.96,NA,NA,NA,NA,3.12,7.74,7.3,9.99,4.05,8.42,3.8,3.56,3.07,3.4,0.82,0.85,10.32,10.44,10.38,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1784045_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1784045_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.54,9.87,Intact,No Ligand,Out,Packed,DFGin,BLAminus,NTin,CTin,57.83,63.8,13.17,NA,NA,7.18,14.48,4.79,NA,NA,NA,NA,3.23,7.76,7.24,10.04,3.87,8.21,3.77,3.5,3.12,3.43,0.82,0.85,10.24,10.67,10.46,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 3,Active (BLAminus),Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1784045_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1784045_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.62,12.29,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.37,62.49,15.64,NA,NA,6.81,15.03,2.69,NA,NA,NA,NA,3.33,7.67,7.29,10.02,4.04,8.48,3.78,3.4,3.11,3.45,0.82,0.85,10.15,10.41,10.28,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1784045_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1784045_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.5,9.77,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.52,56.76,15.61,NA,NA,6.88,15.06,2.7,NA,NA,NA,NA,3.14,7.71,7.25,10.03,4.1,8.49,3.72,3.34,3.34,3.44,0.81,0.85,10.38,10.78,10.58,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1784045_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1784045_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.61,10.16,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.33,60.65,13.71,NA,NA,6.85,14.67,3.13,NA,NA,NA,NA,3.21,7.73,7.21,9.98,3.96,8.39,3.76,3.46,3.2,3.43,0.82,0.85,10.25,10.32,10.29,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1784045_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1784045_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.59,9.52,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,55.75,56.2,16.08,NA,NA,6.86,15.2,2.96,NA,NA,NA,NA,3.14,7.64,7.29,9.98,3.97,8.48,3.72,3.89,3.08,3.44,0.82,0.85,10.37,10.49,10.43,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1931459_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1931459_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,10,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.01,60.16,15.98,NA,NA,6.91,15.16,2.77,NA,NA,NA,NA,2.9,7.71,7.3,9.96,3.99,8.49,3.73,3.86,3.21,3.44,0.82,0.85,10.19,10.58,10.38,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1931459_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1931459_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.54,12.07,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.26,62.01,16.44,NA,NA,6.87,15.23,2.64,NA,NA,NA,NA,3.38,7.7,7.25,9.96,4.05,8.63,3.77,3.48,3.14,3.45,0.82,0.85,10.13,10.44,10.29,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1931459_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1931459_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.48,10.65,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.62,58.07,16.29,NA,NA,6.92,15.13,2.81,NA,NA,NA,NA,3.35,7.69,7.25,9.98,4.1,8.56,3.76,3.51,3.11,3.42,0.81,0.84,10.34,10.82,10.58,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1931459_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1931459_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.56,9.63,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.01,61.25,15.93,NA,NA,6.74,15.03,2.72,NA,NA,NA,NA,2.97,7.68,7.22,10.01,4.07,8.46,3.73,3.42,2.99,3.47,0.81,0.85,10.23,10.58,10.41,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1931459_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1931459_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.55,9.5,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.28,56.51,15.52,NA,NA,6.9,15.17,2.89,NA,NA,NA,NA,3.15,7.69,7.32,10.03,3.94,8.63,3.77,3.91,3.12,3.44,0.82,0.85,10.14,10.49,10.32,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1949213_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1949213_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.55,9.74,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.93,56.98,16.64,NA,NA,6.9,15.4,2.86,NA,NA,NA,NA,3.49,7.68,7.29,9.96,4.12,8.53,3.75,3.48,3.11,3.43,0.82,0.85,10.38,10.5,10.44,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-1949213_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-1949213_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.51,9.5,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.33,57.31,16.58,NA,NA,6.85,15.3,2.96,NA,NA,NA,NA,3.1,7.67,7.2,9.95,4.04,8.55,3.7,3.37,3.18,3.41,0.82,0.85,10.44,10.46,10.45,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
